"","date","sender","sender.carrier","receiver","receiver.carrier","length.call"
"1154",4,"303.579.3352","1","715.855.7477","3",15
"1155",4,"303.579.3352","1","715.855.9109","3",1
"1156",4,"303.579.3352","1","715.855.1191","3",29
"1157",4,"303.579.3352","1","303.579.2383","1",18
"1158",4,"303.579.3352","1","303.579.6082","1",1
"1159",4,"303.579.1975","1","303.579.1547","1",1
"1160",4,"303.579.1975","1","715.855.4683","3",1
"1161",4,"303.579.1975","1","201.848.4553","2",36
"1162",4,"303.579.1975","1","303.579.9383","1",1
"1163",4,"303.579.1975","1","303.579.2647","1",21
"1164",4,"303.579.1975","1","715.855.2472","3",26
"1165",4,"303.579.1975","1","715.855.7910","3",28
"1166",4,"303.579.1975","1","303.579.6368","1",27
"1167",4,"303.579.3247","1","303.579.4963","1",37
"1168",4,"303.579.3247","1","715.855.7910","3",1
"1169",4,"303.579.3247","1","303.579.9383","1",29
"1170",4,"303.579.3247","1","303.579.2647","1",1
"1171",4,"303.579.3247","1","303.579.4242","1",27
"1172",4,"303.579.7430","1","303.579.5670","1",1
"1173",4,"303.579.7430","1","201.848.3896","2",38
"1174",4,"303.579.7430","1","201.848.4553","2",16
"1175",4,"303.579.7430","1","303.579.2383","1",1
"1176",4,"303.579.7430","1","303.579.1975","1",17
"1177",4,"303.579.7430","1","201.848.4553","2",31
"1178",4,"303.579.7836","1","303.579.4174","1",21
"1179",4,"303.579.7836","1","303.579.4963","1",28
"1180",4,"303.579.7836","1","201.848.4553","2",36
"1181",4,"303.579.7836","1","303.579.7875","1",15
"1182",4,"303.579.7836","1","303.579.3352","1",21
"1183",4,"303.579.7836","1","303.579.4963","1",19
"1184",4,"303.579.7836","1","715.855.1362","3",35
"1185",4,"303.579.7836","1","715.855.1362","3",31
"1186",4,"303.579.8574","1","715.855.5625","3",1
"1187",4,"303.579.8574","1","715.855.7108","3",19
"1188",4,"303.579.8574","1","715.855.7477","3",20
"1189",4,"303.579.8574","1","201.848.4767","2",34
"1190",4,"303.579.8574","1","715.855.6576","3",26
"1191",4,"303.579.8574","1","715.855.9112","3",1
"1192",4,"303.579.8574","1","303.579.5670","1",33
"1193",4,"303.579.8574","1","303.579.5503","1",21
"1194",4,"303.579.8488","1","715.855.2472","3",1
"1195",4,"303.579.8488","1","303.579.2647","1",16
"1196",4,"303.579.8488","1","303.579.8574","1",1
"1197",4,"303.579.8488","1","201.848.4553","2",22
"1198",4,"303.579.8488","1","303.579.7836","1",34
"1199",4,"303.579.8488","1","303.579.2383","1",17
"1200",4,"303.579.8488","1","201.848.4553","2",13
"1201",4,"303.579.8488","1","201.848.7217","2",21
"1202",4,"303.579.8488","1","303.579.3247","1",33
"1203",4,"303.579.9383","1","715.855.1647","3",1
"1204",4,"303.579.9383","1","201.848.7217","2",17
"1205",4,"303.579.9383","1","715.855.2472","3",22
"1206",4,"303.579.9383","1","303.579.1547","1",28
"1207",4,"303.579.9383","1","201.848.9659","2",28
"1208",4,"303.579.3389","1","715.855.7910","3",1
"1209",4,"303.579.3389","1","303.579.1320","1",14
"1210",4,"303.579.3389","1","201.848.4553","2",28
"1211",4,"303.579.3389","1","715.855.7980","3",1
"1212",4,"303.579.3389","1","715.855.6576","3",1
"1213",4,"303.579.3389","1","715.855.7980","3",1
"1214",4,"303.579.3389","1","715.855.7108","3",35
"1215",4,"303.579.3389","1","201.848.3896","2",1
"1216",4,"303.579.5503","1","715.855.7910","3",17
"1217",4,"303.579.5503","1","715.855.1703","3",24
"1218",4,"303.579.5503","1","201.848.3896","2",22
"1219",4,"303.579.5503","1","201.848.1004","2",15
"1220",4,"303.579.5503","1","303.579.6368","1",21
"1221",4,"303.579.5503","1","303.579.6859","1",10
"1222",4,"303.579.5503","1","303.579.4174","1",1
"1223",4,"303.579.5503","1","715.855.2472","3",33
"1224",4,"303.579.5503","1","715.855.7980","3",1
"1225",4,"303.579.6082","1","715.855.8913","3",29
"1226",4,"303.579.6082","1","715.855.6702","3",23
"1227",4,"303.579.6082","1","201.848.2591","2",30
"1228",4,"303.579.6082","1","201.848.4553","2",1
"1229",4,"303.579.6082","1","303.579.4242","1",30
"1230",4,"303.579.4174","1","715.855.4683","3",16
"1231",4,"303.579.4174","1","303.579.3247","1",23
"1232",4,"303.579.4174","1","303.579.5670","1",24
"1233",4,"303.579.4174","1","715.855.4683","3",23
"1234",4,"303.579.4174","1","201.848.4553","2",1
"1235",4,"303.579.4174","1","303.579.2383","1",30
"1236",4,"303.579.4174","1","303.579.5503","1",28
"1237",4,"303.579.4174","1","303.579.4242","1",19
"1238",4,"303.579.4174","1","303.579.6859","1",23
"1239",4,"303.579.4174","1","715.855.9109","3",27
"1240",4,"303.579.7875","1","303.579.1547","1",23
"1241",4,"303.579.7875","1","715.855.5441","3",28
"1242",4,"303.579.7875","1","715.855.6702","3",1
"1243",4,"303.579.7875","1","715.855.4149","3",16
"1244",4,"303.579.7875","1","201.848.4553","2",26
"1245",4,"303.579.7875","1","303.579.2383","1",19
"1246",4,"303.579.7875","1","303.579.7836","1",21
"1247",4,"303.579.7875","1","715.855.7980","3",20
"1248",4,"303.579.7875","1","715.855.7108","3",1
"1249",4,"303.579.7875","1","303.579.8574","1",18
"1250",4,"303.579.7875","1","303.579.5503","1",1
"1251",4,"303.579.5497","1","201.848.9434","2",25
"1252",4,"303.579.5497","1","715.855.4683","3",32
"1253",4,"303.579.5497","1","303.579.6368","1",36
"1254",4,"303.579.5497","1","201.848.3896","2",33
"1255",4,"303.579.5497","1","303.579.4242","1",34
"1256",4,"303.579.6368","1","715.855.7108","3",21
"1257",4,"303.579.6368","1","303.579.2647","1",28
"1258",4,"303.579.6368","1","303.579.2383","1",25
"1259",4,"303.579.1320","1","201.848.9659","2",1
"1260",4,"303.579.1320","1","201.848.2591","2",21
"1261",4,"303.579.1320","1","715.855.6702","3",27
"1262",4,"303.579.1320","1","715.855.7980","3",33
"1263",4,"303.579.1320","1","201.848.7217","2",25
"1264",4,"303.579.6663","1","715.855.1191","3",1
"1265",4,"303.579.6663","1","201.848.2591","2",23
"1266",4,"303.579.6663","1","715.855.7910","3",28
"1267",4,"303.579.6663","1","201.848.2591","2",30
"1268",4,"303.579.6663","1","715.855.7910","3",29
"1269",4,"303.579.5670","1","201.848.2591","2",24
"1270",4,"303.579.5670","1","201.848.9659","2",25
"1271",4,"303.579.5670","1","715.855.8913","3",19
"1272",4,"201.848.2591","2","303.579.2383","1",24
"1273",4,"201.848.2591","2","303.579.3247","1",20
"1274",4,"201.848.2591","2","303.579.3247","1",18
"1275",4,"201.848.2591","2","303.579.6368","1",22
"1276",4,"201.848.2591","2","715.855.7980","3",28
"1277",4,"201.848.9659","2","303.579.6082","1",22
"1278",4,"201.848.9659","2","303.579.6082","1",31
"1279",4,"201.848.9659","2","715.855.7108","3",35
"1280",4,"201.848.9659","2","303.579.4242","1",27
"1281",4,"201.848.1922","2","715.855.7980","3",26
"1282",4,"201.848.1922","2","303.579.8488","1",28
"1283",4,"201.848.1922","2","715.855.5441","3",1
"1284",4,"201.848.1922","2","201.848.4553","2",24
"1285",4,"201.848.1922","2","201.848.7217","2",1
"1286",4,"201.848.1004","2","201.848.4767","2",24
"1287",4,"201.848.1004","2","201.848.2591","2",1
"1288",4,"201.848.1004","2","201.848.9434","2",21
"1289",4,"201.848.1004","2","201.848.9434","2",29
"1290",4,"201.848.1004","2","201.848.7217","2",1
"1291",4,"201.848.1004","2","715.855.5441","3",1
"1292",4,"201.848.1004","2","715.855.1048","3",16
"1293",4,"201.848.9434","2","715.855.7910","3",24
"1294",4,"201.848.9434","2","715.855.7910","3",20
"1295",4,"201.848.9434","2","201.848.7217","2",24
"1296",4,"201.848.9434","2","201.848.9659","2",46
"1297",4,"201.848.9434","2","303.579.6368","1",1
"1298",4,"201.848.7217","2","303.579.3831","1",23
"1299",4,"201.848.7217","2","303.579.1547","1",22
"1300",4,"201.848.4553","2","201.848.9659","2",19
"1301",4,"201.848.4553","2","303.579.4963","1",22
"1302",4,"201.848.5119","2","201.848.4553","2",20
"1303",4,"201.848.5119","2","303.579.6082","1",1
"1304",4,"201.848.5119","2","201.848.2591","2",32
"1305",4,"201.848.5119","2","303.579.5497","1",35
"1306",4,"201.848.5119","2","303.579.2647","1",1
"1307",4,"201.848.5119","2","715.855.6576","3",22
"1308",4,"201.848.3896","2","201.848.2591","2",28
"1309",4,"201.848.3896","2","715.855.4683","3",18
"1310",4,"201.848.3896","2","303.579.8488","1",33
"1311",4,"201.848.3896","2","715.855.6576","3",18
"1312",4,"201.848.3896","2","715.855.1647","3",19
"1313",4,"201.848.3896","2","715.855.1703","3",25
"1314",4,"201.848.3896","2","715.855.7108","3",20
"1315",4,"201.848.3896","2","715.855.8913","3",21
"1316",4,"201.848.4767","2","715.855.1647","3",21
"1317",4,"201.848.4767","2","303.579.5670","1",23
"1318",4,"201.848.4767","2","303.579.2647","1",30
"1319",4,"201.848.4767","2","715.855.7980","3",41
"1320",4,"201.848.4767","2","715.855.1191","3",25
"1321",4,"715.855.1191","3","303.579.4963","1",28
"1322",4,"715.855.1191","3","303.579.7836","1",28
"1323",4,"715.855.1191","3","303.579.1547","1",1
"1324",4,"715.855.2472","3","303.579.6223","1",1
"1325",4,"715.855.2472","3","201.848.4553","2",1
"1326",4,"715.855.2472","3","303.579.3389","1",29
"1327",4,"715.855.2472","3","715.855.1191","3",1
"1328",4,"715.855.2472","3","715.855.5625","3",31
"1329",4,"715.855.2472","3","303.579.2383","1",25
"1330",4,"715.855.2472","3","201.848.4767","2",23
"1331",4,"715.855.2472","3","303.579.7430","1",16
"1332",4,"715.855.2472","3","303.579.4174","1",24
"1333",4,"715.855.1703","3","715.855.2472","3",32
"1334",4,"715.855.1703","3","201.848.9434","2",1
"1335",4,"715.855.1703","3","303.579.2647","1",28
"1336",4,"715.855.1703","3","201.848.7217","2",28
"1337",4,"715.855.1703","3","303.579.3389","1",21
"1338",4,"715.855.1703","3","303.579.6859","1",28
"1339",4,"715.855.1703","3","303.579.7875","1",23
"1340",4,"715.855.8913","3","303.579.6368","1",1
"1341",4,"715.855.8913","3","715.855.7910","3",22
"1342",4,"715.855.8913","3","715.855.2472","3",31
"1343",4,"715.855.8913","3","303.579.3247","1",1
"1344",4,"715.855.8913","3","715.855.1191","3",23
"1345",4,"715.855.8913","3","715.855.2472","3",24
"1346",4,"715.855.8913","3","715.855.7108","3",22
"1347",4,"715.855.9109","3","715.855.7477","3",1
"1348",4,"715.855.9109","3","201.848.2591","2",15
"1349",4,"715.855.7108","3","303.579.7430","1",32
"1350",4,"715.855.7108","3","303.579.5503","1",1
"1351",4,"715.855.7108","3","303.579.7430","1",20
"1352",4,"715.855.7108","3","715.855.1647","3",46
"1353",4,"715.855.1048","3","303.579.2383","1",23
"1354",4,"715.855.1048","3","715.855.1647","3",19
"1355",4,"715.855.1048","3","201.848.2591","2",16
"1356",4,"715.855.1048","3","303.579.5503","1",1
"1357",4,"715.855.1048","3","303.579.4963","1",26
"1358",4,"715.855.6702","3","303.579.6368","1",22
"1359",4,"715.855.6702","3","715.855.5625","3",24
"1360",4,"715.855.6702","3","303.579.2647","1",26
"1361",4,"715.855.6702","3","303.579.8488","1",25
"1362",4,"715.855.6702","3","715.855.1191","3",24
"1363",4,"715.855.4683","3","201.848.4767","2",1
"1364",4,"715.855.4683","3","303.579.6859","1",22
"1365",4,"715.855.4683","3","303.579.4650","1",25
"1366",4,"715.855.4683","3","715.855.1703","3",1
"1367",4,"715.855.4683","3","303.579.7430","1",16
"1368",4,"715.855.4683","3","201.848.2591","2",1
"1369",4,"715.855.5441","3","303.579.1986","1",1
"1370",4,"715.855.5441","3","201.848.9659","2",1
"1371",4,"715.855.5441","3","303.579.2647","1",28
"1372",4,"715.855.5441","3","201.848.3896","2",21
"1373",4,"715.855.5441","3","715.855.7910","3",24
"1374",4,"715.855.5441","3","201.848.4553","2",1
"1375",4,"715.855.5441","3","715.855.6576","3",37
"1376",4,"715.855.5441","3","715.855.1647","3",24
"1377",4,"715.855.7910","3","303.579.5670","1",1
"1378",4,"715.855.7910","3","303.579.5503","1",24
"1379",4,"715.855.7910","3","303.579.2647","1",1
"1380",4,"715.855.7910","3","303.579.1547","1",25
"1381",4,"715.855.7910","3","201.848.9659","2",1
"1382",4,"715.855.7910","3","715.855.5625","3",1
"1383",4,"715.855.7910","3","715.855.7477","3",1
"1384",4,"715.855.7910","3","303.579.2383","1",21
"1385",4,"715.855.1647","3","715.855.2472","3",1
"1386",4,"715.855.1647","3","303.579.3389","1",36
"1387",4,"715.855.1647","3","303.579.7836","1",23
"1388",4,"715.855.1647","3","715.855.7108","3",17
"1389",4,"715.855.1647","3","303.579.8574","1",16
"1390",4,"715.855.1647","3","303.579.3831","1",28
"1391",4,"715.855.1647","3","715.855.1703","3",24
"1392",4,"715.855.7980","3","303.579.7836","1",30
"1393",4,"715.855.7980","3","715.855.2472","3",28
"1394",4,"715.855.7980","3","303.579.3247","1",34
"1395",4,"715.855.7980","3","201.848.2591","2",25
"1396",4,"715.855.7980","3","303.579.6859","1",22
"1397",4,"715.855.7980","3","201.848.2591","2",24
"1398",4,"715.855.7980","3","201.848.9434","2",1
"1399",4,"715.855.1362","3","715.855.1191","3",30
"1400",4,"715.855.1362","3","715.855.2472","3",16
"1401",4,"715.855.1362","3","201.848.7217","2",21
"1402",4,"715.855.1362","3","303.579.5313","1",15
"1403",4,"715.855.1362","3","715.855.7108","3",24
"1404",4,"715.855.1362","3","715.855.1191","3",21
"1405",4,"715.855.7477","3","715.855.7108","3",28
"1406",4,"715.855.7477","3","715.855.4683","3",30
"1407",4,"715.855.7477","3","715.855.1191","3",19
"1408",4,"715.855.7477","3","303.579.8574","1",21
"1409",4,"715.855.7477","3","303.579.3247","1",24
"1410",4,"715.855.9112","3","303.579.6368","1",27
"1411",4,"715.855.9112","3","715.855.8913","3",20
"1412",4,"715.855.9112","3","715.855.1647","3",18
"1413",4,"715.855.9112","3","715.855.1048","3",25
"1414",4,"715.855.9112","3","201.848.1004","2",32
"1415",4,"715.855.9112","3","303.579.4963","1",25
"1416",4,"715.855.9112","3","303.579.6368","1",33
"1417",4,"715.855.9112","3","303.579.5670","1",1
"1418",4,"715.855.9112","3","303.579.6082","1",34
"1419",4,"715.855.2759","3","303.579.7430","1",27
"1420",4,"715.855.2759","3","201.848.9659","2",19
"1421",4,"715.855.2759","3","303.579.2647","1",39
"1422",4,"715.855.2759","3","303.579.4174","1",20
"1423",4,"715.855.4149","3","303.579.3831","1",1
"1424",4,"715.855.4149","3","303.579.4650","1",1
"1425",4,"715.855.4149","3","303.579.5670","1",28
"1426",4,"715.855.6576","3","303.579.4650","1",26
"1427",4,"715.855.6576","3","303.579.2647","1",25
"1428",4,"715.855.6576","3","715.855.8913","3",27
"1429",4,"715.855.6576","3","303.579.2383","1",14
"1430",4,"715.855.6576","3","303.579.7836","1",18
"1431",4,"715.855.5625","3","201.848.2591","2",26
"1432",4,"715.855.5625","3","303.579.7430","1",1
"1433",4,"715.855.5625","3","303.579.8574","1",20
"1434",4,"715.855.5625","3","715.855.7477","3",18
"1435",4,"715.855.5625","3","303.579.1990","1",25
"1436",5,"303.579.3831","1","303.579.4174","1",25
"1437",5,"303.579.3831","1","201.848.1004","2",30
"1438",5,"303.579.3831","1","303.579.4174","1",23
"1439",5,"303.579.3831","1","201.848.2591","2",15
"1440",5,"303.579.3831","1","303.579.5670","1",21
"1441",5,"303.579.4650","1","303.579.8574","1",1
"1442",5,"303.579.4650","1","303.579.5497","1",26
"1443",5,"303.579.4650","1","715.855.9109","3",1
"1444",5,"303.579.4650","1","303.579.1975","1",33
"1445",5,"303.579.4650","1","201.848.9659","2",24
"1446",5,"303.579.4650","1","303.579.5503","1",31
"1447",5,"303.579.4650","1","715.855.5625","3",22
"1448",5,"303.579.4650","1","715.855.5625","3",1
"1449",5,"303.579.2647","1","715.855.5441","3",1
"1450",5,"303.579.2647","1","715.855.6576","3",1
"1451",5,"303.579.2647","1","201.848.4767","2",30
"1452",5,"303.579.2647","1","303.579.5497","1",23
"1453",5,"303.579.2647","1","201.848.7217","2",1
"1454",5,"303.579.2647","1","201.848.9659","2",23
"1455",5,"303.579.2647","1","201.848.2591","2",19
"1456",5,"303.579.2647","1","715.855.4683","3",15
"1457",5,"303.579.2647","1","303.579.5670","1",23
"1458",5,"303.579.1986","1","715.855.7980","3",1
"1459",5,"303.579.1986","1","303.579.7836","1",24
"1460",5,"303.579.1986","1","303.579.2647","1",26
"1461",5,"303.579.1986","1","715.855.9109","3",38
"1462",5,"303.579.1986","1","715.855.6576","3",31
"1463",5,"303.579.1986","1","201.848.9659","2",21
"1464",5,"303.579.1986","1","303.579.5503","1",34
"1465",5,"303.579.1986","1","303.579.3831","1",25
"1466",5,"303.579.1986","1","715.855.1647","3",15
"1467",5,"303.579.5313","1","201.848.7217","2",15
"1468",5,"303.579.5313","1","303.579.1547","1",1
"1469",5,"303.579.5313","1","715.855.6576","3",1
"1470",5,"303.579.5313","1","303.579.7875","1",1
"1471",5,"303.579.6859","1","303.579.1547","1",44
"1472",5,"303.579.6859","1","303.579.2647","1",1
"1473",5,"303.579.6859","1","303.579.1547","1",29
"1474",5,"303.579.6859","1","303.579.4650","1",15
"1475",5,"303.579.6859","1","715.855.7910","3",18
"1476",5,"303.579.6859","1","715.855.5441","3",36
"1477",5,"303.579.1990","1","715.855.1191","3",1
"1478",5,"303.579.1990","1","201.848.3896","2",29
"1479",5,"303.579.1990","1","715.855.2472","3",16
"1480",5,"303.579.1547","1","715.855.4149","3",31
"1481",5,"303.579.1547","1","303.579.8574","1",28
"1482",5,"303.579.1547","1","201.848.9659","2",1
"1483",5,"303.579.1547","1","201.848.9434","2",25
"1484",5,"303.579.1547","1","715.855.8913","3",28
"1485",5,"303.579.1547","1","715.855.2472","3",35
"1486",5,"303.579.1547","1","303.579.4650","1",19
"1487",5,"303.579.1547","1","715.855.1362","3",31
"1488",5,"303.579.4963","1","715.855.7910","3",24
"1489",5,"303.579.4963","1","715.855.2472","3",21
"1490",5,"303.579.4963","1","303.579.5670","1",15
"1491",5,"303.579.4963","1","715.855.1362","3",25
"1492",5,"303.579.4963","1","303.579.7836","1",25
"1493",5,"303.579.2383","1","303.579.2647","1",18
"1494",5,"303.579.2383","1","715.855.1647","3",21
"1495",5,"303.579.2383","1","715.855.1191","3",20
"1496",5,"303.579.2383","1","303.579.6082","1",29
"1497",5,"303.579.2383","1","201.848.9434","2",50
"1498",5,"303.579.2383","1","201.848.9659","2",1
"1499",5,"303.579.6223","1","201.848.2591","2",18
"1500",5,"303.579.6223","1","715.855.7910","3",36
"1501",5,"303.579.6223","1","715.855.7108","3",18
"1502",5,"303.579.6223","1","303.579.6368","1",16
"1503",5,"303.579.6223","1","303.579.5497","1",30
"1504",5,"303.579.6223","1","715.855.1703","3",22
"1505",5,"303.579.6223","1","201.848.7217","2",34
"1506",5,"303.579.6223","1","303.579.6082","1",1
"1507",5,"303.579.4242","1","303.579.1547","1",1
"1508",5,"303.579.4242","1","715.855.1647","3",31
"1509",5,"303.579.4242","1","201.848.9434","2",24
"1510",5,"303.579.4242","1","201.848.9434","2",16
"1511",5,"303.579.4242","1","715.855.9112","3",23
"1512",5,"303.579.4242","1","715.855.6576","3",21
"1513",5,"303.579.4242","1","715.855.6576","3",24
"1514",5,"303.579.4242","1","303.579.1320","1",37
"1515",5,"303.579.4242","1","715.855.6702","3",44
"1516",5,"303.579.4242","1","303.579.5497","1",1
"1517",5,"303.579.4242","1","201.848.7217","2",15
"1518",5,"303.579.3352","1","303.579.5497","1",24
"1519",5,"303.579.3352","1","303.579.6368","1",19
"1520",5,"303.579.3352","1","715.855.9109","3",1
"1521",5,"303.579.3352","1","303.579.6223","1",1
"1522",5,"303.579.3352","1","715.855.9109","3",41
"1523",5,"303.579.3352","1","715.855.9112","3",20
"1524",5,"303.579.3352","1","303.579.8574","1",21
"1525",5,"303.579.3352","1","715.855.5625","3",33
"1526",5,"303.579.3352","1","715.855.9112","3",21
"1527",5,"303.579.1975","1","715.855.2472","3",1
"1528",5,"303.579.1975","1","303.579.7836","1",23
"1529",5,"303.579.1975","1","715.855.7910","3",21
"1530",5,"303.579.1975","1","303.579.3352","1",21
"1531",5,"303.579.3247","1","303.579.9383","1",27
"1532",5,"303.579.3247","1","303.579.7836","1",1
"1533",5,"303.579.3247","1","303.579.4174","1",9
"1534",5,"303.579.3247","1","715.855.1703","3",20
"1535",5,"303.579.3247","1","303.579.7430","1",34
"1536",5,"303.579.3247","1","715.855.7980","3",23
"1537",5,"303.579.3247","1","303.579.2383","1",27
"1538",5,"303.579.3247","1","303.579.4650","1",36
"1539",5,"303.579.3247","1","201.848.9659","2",26
"1540",5,"303.579.7430","1","715.855.7910","3",26
"1541",5,"303.579.7430","1","715.855.1703","3",33
"1542",5,"303.579.7430","1","303.579.2647","1",1
"1543",5,"303.579.7836","1","303.579.4650","1",29
"1544",5,"303.579.7836","1","303.579.5670","1",23
"1545",5,"303.579.7836","1","303.579.2647","1",36
"1546",5,"303.579.7836","1","715.855.2472","3",34
"1547",5,"303.579.7836","1","303.579.8574","1",27
"1548",5,"303.579.7836","1","201.848.4553","2",23
"1549",5,"303.579.7836","1","201.848.3896","2",35
"1550",5,"303.579.7836","1","303.579.7430","1",23
"1551",5,"303.579.8574","1","715.855.5625","3",25
"1552",5,"303.579.8574","1","303.579.3247","1",23
"1553",5,"303.579.8574","1","303.579.5313","1",20
"1554",5,"303.579.8574","1","715.855.9112","3",24
"1555",5,"303.579.8488","1","715.855.4683","3",20
"1556",5,"303.579.8488","1","303.579.3831","1",1
"1557",5,"303.579.8488","1","715.855.7910","3",1
"1558",5,"303.579.9383","1","715.855.2472","3",29
"1559",5,"303.579.9383","1","715.855.9112","3",39
"1560",5,"303.579.9383","1","303.579.5670","1",21
"1561",5,"303.579.9383","1","201.848.9659","2",25
"1562",5,"303.579.9383","1","715.855.1647","3",16
"1563",5,"303.579.9383","1","303.579.5670","1",18
"1564",5,"303.579.9383","1","303.579.2383","1",21
"1565",5,"303.579.3389","1","715.855.2759","3",33
"1566",5,"303.579.3389","1","715.855.7980","3",29
"1567",5,"303.579.3389","1","201.848.1922","2",23
"1568",5,"303.579.3389","1","303.579.4963","1",27
"1569",5,"303.579.5503","1","303.579.2383","1",18
"1570",5,"303.579.5503","1","303.579.2383","1",37
"1571",5,"303.579.5503","1","303.579.6663","1",23
"1572",5,"303.579.5503","1","715.855.4149","3",27
"1573",5,"303.579.5503","1","303.579.4174","1",1
"1574",5,"303.579.5503","1","715.855.9112","3",17
"1575",5,"303.579.5503","1","303.579.4242","1",16
"1576",5,"303.579.5503","1","201.848.9659","2",34
"1577",5,"303.579.5503","1","715.855.5625","3",35
"1578",5,"303.579.5503","1","303.579.6663","1",35
"1579",5,"303.579.5503","1","201.848.2591","2",39
"1580",5,"303.579.6082","1","303.579.1975","1",1
"1581",5,"303.579.6082","1","715.855.7980","3",22
"1582",5,"303.579.6082","1","715.855.5441","3",26
"1583",5,"303.579.6082","1","201.848.4767","2",27
"1584",5,"303.579.6082","1","715.855.6576","3",37
"1585",5,"303.579.6082","1","715.855.9112","3",28
"1586",5,"303.579.4174","1","715.855.1647","3",25
"1587",5,"303.579.4174","1","715.855.4683","3",23
"1588",5,"303.579.4174","1","201.848.9434","2",1
"1589",5,"303.579.4174","1","715.855.5441","3",21
"1590",5,"303.579.4174","1","303.579.3831","1",1
"1591",5,"303.579.4174","1","715.855.1647","3",26
"1592",5,"303.579.4174","1","303.579.4242","1",33
"1593",5,"303.579.4174","1","303.579.4963","1",1
"1594",5,"303.579.7875","1","715.855.5625","3",70
"1595",5,"303.579.7875","1","715.855.7108","3",16
"1596",5,"303.579.7875","1","303.579.6082","1",22
"1597",5,"303.579.7875","1","303.579.3352","1",39
"1598",5,"303.579.7875","1","715.855.1191","3",24
"1599",5,"303.579.5497","1","715.855.4683","3",39
"1600",5,"303.579.5497","1","303.579.7430","1",40
"1601",5,"303.579.5497","1","715.855.6702","3",15
"1602",5,"303.579.5497","1","715.855.1048","3",24
"1603",5,"303.579.5497","1","303.579.7836","1",14
"1604",5,"303.579.5497","1","303.579.4963","1",20
"1605",5,"303.579.5497","1","715.855.1362","3",24
"1606",5,"303.579.6368","1","715.855.9112","3",20
"1607",5,"303.579.6368","1","715.855.2472","3",30
"1608",5,"303.579.6368","1","303.579.9383","1",22
"1609",5,"303.579.6368","1","715.855.5625","3",21
"1610",5,"303.579.6368","1","303.579.5313","1",19
"1611",5,"303.579.6368","1","303.579.3247","1",23
"1612",5,"303.579.6368","1","715.855.1647","3",28
"1613",5,"303.579.6368","1","201.848.9434","2",30
"1614",5,"303.579.6368","1","715.855.1703","3",1
"1615",5,"303.579.6368","1","201.848.9659","2",28
"1616",5,"303.579.1320","1","715.855.1647","3",14
"1617",5,"303.579.1320","1","303.579.6663","1",18
"1618",5,"303.579.1320","1","201.848.7217","2",21
"1619",5,"303.579.1320","1","715.855.1647","3",26
"1620",5,"303.579.6663","1","715.855.2472","3",23
"1621",5,"303.579.6663","1","715.855.1647","3",36
"1622",5,"303.579.6663","1","303.579.5497","1",31
"1623",5,"303.579.6663","1","303.579.5670","1",21
"1624",5,"303.579.6663","1","303.579.4242","1",31
"1625",5,"303.579.6663","1","201.848.4553","2",1
"1626",5,"303.579.5670","1","303.579.6859","1",25
"1627",5,"303.579.5670","1","715.855.1647","3",34
"1628",5,"303.579.5670","1","715.855.1191","3",26
"1629",5,"201.848.2591","2","303.579.4963","1",22
"1630",5,"201.848.2591","2","715.855.9109","3",29
"1631",5,"201.848.2591","2","303.579.6663","1",22
"1632",5,"201.848.9659","2","715.855.6576","3",22
"1633",5,"201.848.9659","2","715.855.8913","3",42
"1634",5,"201.848.9659","2","303.579.7836","1",22
"1635",5,"201.848.9659","2","201.848.9434","2",28
"1636",5,"201.848.9659","2","303.579.5497","1",27
"1637",5,"201.848.1922","2","303.579.9383","1",17
"1638",5,"201.848.1922","2","715.855.8913","3",1
"1639",5,"201.848.1922","2","303.579.7836","1",18
"1640",5,"201.848.1922","2","303.579.4242","1",20
"1641",5,"201.848.1922","2","303.579.1547","1",34
"1642",5,"201.848.1922","2","303.579.7430","1",34
"1643",5,"201.848.1922","2","303.579.6663","1",18
"1644",5,"201.848.1922","2","715.855.2472","3",27
"1645",5,"201.848.1922","2","303.579.5313","1",30
"1646",5,"201.848.1004","2","303.579.1547","1",17
"1647",5,"201.848.1004","2","303.579.9383","1",20
"1648",5,"201.848.1004","2","303.579.7836","1",27
"1649",5,"201.848.1004","2","303.579.8574","1",23
"1650",5,"201.848.1004","2","715.855.5625","3",24
"1651",5,"201.848.1004","2","201.848.3896","2",21
"1652",5,"201.848.9434","2","303.579.4650","1",22
"1653",5,"201.848.9434","2","715.855.9112","3",25
"1654",5,"201.848.7217","2","303.579.6368","1",20
"1655",5,"201.848.7217","2","201.848.2591","2",22
"1656",5,"201.848.7217","2","715.855.5441","3",24
"1657",5,"201.848.7217","2","201.848.9659","2",31
"1658",5,"201.848.7217","2","303.579.5670","1",26
"1659",5,"201.848.4553","2","201.848.2591","2",22
"1660",5,"201.848.4553","2","715.855.1362","3",25
"1661",5,"201.848.4553","2","303.579.6859","1",35
"1662",5,"201.848.4553","2","303.579.2647","1",22
"1663",5,"201.848.5119","2","201.848.4553","2",1
"1664",5,"201.848.5119","2","715.855.5625","3",36
"1665",5,"201.848.5119","2","303.579.4242","1",22
"1666",5,"201.848.5119","2","201.848.9659","2",1
"1667",5,"201.848.5119","2","303.579.7430","1",1
"1668",5,"201.848.5119","2","303.579.7430","1",26
"1669",5,"201.848.5119","2","303.579.4963","1",30
"1670",5,"201.848.3896","2","715.855.1647","3",25
