,date,sender,sender.carrier,receiver,receiver.carrier,length.call
2013,6,871.845.7451,2,621.761.4646,3,1
2014,6,871.845.7451,2,378.328.3795,1,23
2015,6,871.845.7451,2,621.761.2041,3,29
2016,6,871.845.3092,2,871.845.7438,2,22
2017,6,871.845.3092,2,871.845.5897,2,19
2018,6,871.845.3092,2,378.328.3795,1,25
2019,6,871.845.3092,2,871.845.6647,2,1
2020,6,871.845.3092,2,378.328.1672,1,1
2021,6,871.845.3092,2,621.761.2920,3,1
2022,6,871.845.3092,2,621.761.2041,3,33
2023,6,871.845.3092,2,621.761.9529,3,35
2024,6,871.845.3092,2,871.845.9600,2,29
2025,6,871.845.5897,2,621.761.4646,3,1
2026,6,871.845.5897,2,378.328.6156,1,40
2027,6,871.845.5897,2,621.761.5998,3,1
2028,6,871.845.5897,2,871.845.3092,2,24
2029,6,871.845.5897,2,621.761.8354,3,24
2030,6,871.845.5897,2,871.845.4502,2,24
2031,6,621.761.2886,3,871.845.5897,2,31
2032,6,621.761.2886,3,621.761.8274,3,27
2033,6,621.761.2886,3,621.761.8331,3,1
2034,6,621.761.2886,3,378.328.3833,1,35
2035,6,621.761.2886,3,621.761.2920,3,25
2036,6,621.761.2886,3,378.328.2622,1,24
2037,6,621.761.5998,3,621.761.9229,3,1
2038,6,621.761.5998,3,621.761.9826,3,26
2039,6,621.761.5998,3,378.328.5698,1,21
2040,6,621.761.5998,3,871.845.7451,2,18
2041,6,621.761.5998,3,378.328.5646,1,18
2042,6,621.761.5998,3,378.328.3316,1,16
2043,6,621.761.5998,3,621.761.9229,3,1
2044,6,621.761.1153,3,378.328.5646,1,39
2045,6,621.761.1153,3,378.328.3795,1,19
2046,6,621.761.4646,3,621.761.9826,3,1
2047,6,621.761.4646,3,621.761.1153,3,28
2048,6,621.761.4646,3,378.328.1672,1,1
2049,6,621.761.4646,3,871.845.4869,2,19
2050,6,621.761.4646,3,378.328.6156,1,28
2051,6,621.761.8354,3,378.328.1411,1,20
2052,6,621.761.8354,3,871.845.1665,2,1
2053,6,621.761.8354,3,621.761.2041,3,35
2054,6,621.761.8354,3,871.845.4869,2,38
2055,6,621.761.8354,3,378.328.3833,1,25
2056,6,621.761.8354,3,378.328.1715,1,19
2057,6,621.761.8354,3,871.845.4869,2,28
2058,6,621.761.8354,3,621.761.9529,3,17
2059,6,621.761.5427,3,871.845.5897,2,1
2060,6,621.761.5427,3,871.845.5897,2,27
2061,6,621.761.5427,3,378.328.3833,1,1
2062,6,621.761.5427,3,378.328.6156,1,21
2063,6,621.761.5427,3,378.328.5698,1,20
2064,6,621.761.8331,3,871.845.7438,2,33
2065,6,621.761.8331,3,621.761.8354,3,32
2066,6,621.761.8331,3,378.328.5698,1,1
2067,6,621.761.8331,3,378.328.5535,1,30
2068,6,621.761.8331,3,871.845.6647,2,24
2069,6,621.761.8331,3,378.328.4468,1,22
2070,6,621.761.8323,3,378.328.4804,1,28
2071,6,621.761.8323,3,871.845.1665,2,24
2072,6,621.761.8323,3,378.328.1672,1,1
2073,6,621.761.8323,3,378.328.1672,1,1
2074,6,621.761.8323,3,378.328.4468,1,27
2075,6,621.761.8323,3,378.328.1240,1,1
2076,6,621.761.8323,3,378.328.2622,1,17
2077,6,621.761.8323,3,378.328.3795,1,18
2078,6,621.761.8323,3,871.845.7438,2,24
2079,6,621.761.9256,3,621.761.1705,3,25
2080,6,621.761.9256,3,378.328.1590,1,15
2081,6,621.761.9256,3,621.761.2920,3,24
2082,6,621.761.9256,3,378.328.3890,1,23
2083,6,621.761.9256,3,621.761.2794,3,22
2084,6,621.761.9256,3,871.845.1330,2,28
2085,6,621.761.2041,3,621.761.4646,3,25
2086,6,621.761.2041,3,378.328.3335,1,1
2087,6,621.761.9529,3,621.761.2041,3,1
2088,6,621.761.9529,3,621.761.6485,3,38
2089,6,621.761.9529,3,621.761.8354,3,21
2090,6,621.761.9529,3,378.328.3890,1,22
2091,6,621.761.9529,3,378.328.3890,1,1
2092,6,621.761.9529,3,871.845.4869,2,25
2093,6,621.761.9529,3,621.761.1153,3,24
2094,6,621.761.9529,3,378.328.2622,1,16
2095,6,621.761.9529,3,621.761.1705,3,1
2096,6,621.761.8836,3,871.845.4502,2,1
2097,6,621.761.8836,3,621.761.4646,3,28
2098,6,621.761.8836,3,621.761.6485,3,25
2099,6,621.761.8836,3,378.328.7180,1,23
2100,6,621.761.8836,3,621.761.2794,3,32
2101,6,621.761.9229,3,871.845.5897,2,1
2102,6,621.761.9229,3,378.328.5013,1,1
2103,6,621.761.9229,3,871.845.1665,2,34
2104,6,621.761.9229,3,621.761.9529,3,22
2105,6,621.761.9229,3,621.761.4646,3,29
2106,6,621.761.9229,3,621.761.9529,3,26
2107,6,621.761.9229,3,621.761.4646,3,30
2108,6,621.761.9229,3,621.761.4646,3,28
2109,6,621.761.9229,3,871.845.3092,2,30
2110,6,621.761.9229,3,378.328.3795,1,28
2111,6,621.761.2920,3,378.328.3890,1,20
2112,6,621.761.2920,3,378.328.4468,1,26
2113,6,621.761.2920,3,871.845.9600,2,28
2114,6,621.761.2920,3,378.328.1411,1,23
2115,6,621.761.1705,3,871.845.3092,2,19
2116,6,621.761.1705,3,621.761.1153,3,33
2117,6,621.761.1705,3,871.845.1665,2,27
2118,6,621.761.1705,3,378.328.3316,1,1
2119,6,621.761.1705,3,621.761.9529,3,20
2120,6,621.761.1705,3,871.845.9600,2,29
2121,6,621.761.1705,3,378.328.6893,1,41
2122,6,621.761.1705,3,378.328.7180,1,37
2123,6,621.761.1705,3,871.845.7451,2,33
2124,6,621.761.9186,3,621.761.2041,3,31
2125,6,621.761.9186,3,621.761.8331,3,27
2126,6,621.761.8274,3,378.328.5646,1,22
2127,6,621.761.8274,3,378.328.5535,1,14
2128,6,621.761.8274,3,621.761.2920,3,33
2129,6,621.761.8274,3,871.845.4502,2,24
2130,6,621.761.8274,3,621.761.2920,3,24
2131,6,621.761.8274,3,621.761.8331,3,14
2132,6,621.761.8274,3,378.328.4804,1,29
2133,6,621.761.8274,3,378.328.1590,1,32
2134,6,621.761.6485,3,378.328.8028,1,1
2135,6,621.761.6485,3,621.761.2920,3,1
2136,6,621.761.6485,3,871.845.5897,2,16
2137,6,621.761.6485,3,378.328.3795,1,18
2138,6,621.761.6485,3,621.761.2041,3,1
2139,6,621.761.9826,3,378.328.6156,1,29
2140,6,621.761.2794,3,378.328.3795,1,1
2141,6,621.761.2794,3,621.761.9826,3,26
2142,6,621.761.2794,3,621.761.8274,3,9
2143,6,621.761.2794,3,871.845.1665,2,17
2144,6,621.761.2794,3,871.845.6647,2,17
2145,6,621.761.2794,3,378.328.1590,1,26
2146,7,378.328.3795,1,378.328.7888,1,32
2147,7,378.328.3795,1,378.328.1672,1,1
2148,7,378.328.3795,1,378.328.7180,1,1
2149,7,378.328.3795,1,621.761.9529,3,1
2150,7,378.328.3795,1,621.761.2041,3,25
2151,7,378.328.3795,1,871.845.6647,2,23
2152,7,378.328.3795,1,621.761.2794,3,27
2153,7,378.328.3795,1,621.761.4646,3,27
2154,7,378.328.3795,1,378.328.2622,1,14
2155,7,378.328.5535,1,378.328.3795,1,26
2156,7,378.328.5535,1,621.761.2886,3,31
2157,7,378.328.5535,1,378.328.8028,1,1
2158,7,378.328.5535,1,378.328.4468,1,25
2159,7,378.328.5535,1,871.845.1330,2,1
2160,7,378.328.5535,1,378.328.3335,1,21
2161,7,378.328.3833,1,378.328.3890,1,1
2162,7,378.328.3833,1,378.328.4804,1,26
2163,7,378.328.3833,1,871.845.6647,2,1
2164,7,378.328.3833,1,378.328.4468,1,20
2165,7,378.328.3833,1,621.761.1153,3,13
2166,7,378.328.3833,1,378.328.1240,1,12
2167,7,378.328.3833,1,621.761.1705,3,1
2168,7,378.328.8028,1,378.328.3316,1,28
2169,7,378.328.8028,1,621.761.9229,3,23
2170,7,378.328.8028,1,621.761.2041,3,35
2171,7,378.328.8028,1,621.761.5998,3,33
2172,7,378.328.8028,1,378.328.1590,1,32
2173,7,378.328.8028,1,621.761.8354,3,38
2174,7,378.328.8028,1,621.761.2794,3,23
2175,7,378.328.7314,1,871.845.1665,2,1
2176,7,378.328.7314,1,621.761.8331,3,1
2177,7,378.328.7314,1,621.761.2920,3,33
2178,7,378.328.7314,1,621.761.4646,3,22
2179,7,378.328.7314,1,378.328.3833,1,27
2180,7,378.328.7314,1,378.328.8028,1,1
2181,7,378.328.7314,1,378.328.4804,1,24
2182,7,378.328.7314,1,621.761.9229,3,1
2183,7,378.328.7314,1,378.328.8028,1,27
2184,7,378.328.7314,1,378.328.1715,1,1
2185,7,378.328.7314,1,871.845.1665,2,29
2186,7,378.328.7314,1,871.845.6647,2,25
2187,7,378.328.4468,1,621.761.2920,3,25
2188,7,378.328.8023,1,378.328.3833,1,22
2189,7,378.328.8023,1,378.328.2622,1,14
2190,7,378.328.2922,1,378.328.4722,1,1
2191,7,378.328.2922,1,378.328.1672,1,26
2192,7,378.328.2922,1,871.845.7438,2,30
2193,7,378.328.2922,1,378.328.7888,1,31
2194,7,378.328.2922,1,621.761.9529,3,24
2195,7,378.328.2922,1,621.761.6485,3,24
2196,7,378.328.2922,1,621.761.8354,3,26
2197,7,378.328.7888,1,378.328.2622,1,22
2198,7,378.328.7888,1,378.328.6156,1,26
2199,7,378.328.7888,1,871.845.4502,2,29
2200,7,378.328.7888,1,378.328.4804,1,18
2201,7,378.328.7888,1,621.761.2886,3,21
2202,7,378.328.7888,1,378.328.3795,1,27
2203,7,378.328.7888,1,871.845.7438,2,22
2204,7,378.328.7888,1,621.761.9229,3,26
2205,7,378.328.7888,1,621.761.6485,3,1
2206,7,378.328.7888,1,621.761.5998,3,27
2207,7,378.328.7888,1,871.845.4869,2,17
2208,7,378.328.6114,1,621.761.2794,3,23
2209,7,378.328.6114,1,871.845.4869,2,21
2210,7,378.328.6114,1,378.328.4373,1,22
2211,7,378.328.6114,1,621.761.9529,3,27
2212,7,378.328.6156,1,378.328.5535,1,26
2213,7,378.328.6156,1,378.328.6893,1,33
2214,7,378.328.6156,1,871.845.6647,2,1
2215,7,378.328.6156,1,871.845.5897,2,22
2216,7,378.328.3316,1,871.845.3092,2,21
2217,7,378.328.3316,1,621.761.1153,3,32
2218,7,378.328.3316,1,621.761.8274,3,18
2219,7,378.328.3316,1,621.761.9826,3,17
2220,7,378.328.3316,1,621.761.9529,3,1
2221,7,378.328.3316,1,378.328.5013,1,23
2222,7,378.328.3316,1,621.761.9529,3,26
2223,7,378.328.4722,1,378.328.6893,1,23
2224,7,378.328.4722,1,621.761.8836,3,1
2225,7,378.328.4722,1,621.761.4646,3,22
2226,7,378.328.4722,1,621.761.1705,3,1
2227,7,378.328.4722,1,621.761.8274,3,22
2228,7,378.328.4722,1,621.761.8274,3,24
2229,7,378.328.4722,1,621.761.5998,3,21
2230,7,378.328.1672,1,621.761.9229,3,20
2231,7,378.328.1672,1,871.845.1665,2,39
2232,7,378.328.1672,1,378.328.3316,1,25
2233,7,378.328.1672,1,621.761.2041,3,25
2234,7,378.328.1672,1,378.328.8028,1,27
2235,7,378.328.1672,1,871.845.4502,2,19
2236,7,378.328.1672,1,378.328.3335,1,20
2237,7,378.328.5698,1,378.328.4722,1,24
2238,7,378.328.5698,1,378.328.1240,1,34
2239,7,378.328.1240,1,621.761.1153,3,21
2240,7,378.328.1240,1,378.328.3890,1,19
2241,7,378.328.1240,1,378.328.3890,1,30
2242,7,378.328.1240,1,621.761.1153,3,32
2243,7,378.328.1240,1,378.328.1590,1,27
2244,7,378.328.1240,1,621.761.9529,3,19
2245,7,378.328.1240,1,621.761.8274,3,23
2246,7,378.328.1240,1,378.328.3833,1,14
2247,7,378.328.1240,1,621.761.9826,3,23
2248,7,378.328.1240,1,621.761.9529,3,23
2249,7,378.328.2622,1,621.761.8274,3,17
2250,7,378.328.2622,1,621.761.2041,3,28
2251,7,378.328.2622,1,378.328.6156,1,1
2252,7,378.328.2622,1,378.328.1240,1,25
2253,7,378.328.2622,1,621.761.2920,3,23
2254,7,378.328.2622,1,871.845.7451,2,24
2255,7,378.328.2622,1,621.761.8354,3,26
2256,7,378.328.2622,1,378.328.1240,1,19
2257,7,378.328.2622,1,378.328.8028,1,23
2258,7,378.328.2622,1,378.328.4804,1,23
2259,7,378.328.2622,1,621.761.4646,3,19
2260,7,378.328.2622,1,871.845.9600,2,28
2261,7,378.328.2622,1,621.761.8354,3,23
2262,7,378.328.1715,1,621.761.1153,3,21
2263,7,378.328.1715,1,378.328.3335,1,16
2264,7,378.328.1715,1,621.761.2794,3,17
2265,7,378.328.1715,1,871.845.4869,2,1
2266,7,378.328.1715,1,871.845.1665,2,27
2267,7,378.328.1715,1,871.845.3092,2,16
2268,7,378.328.1590,1,621.761.5998,3,39
2269,7,378.328.1590,1,378.328.3335,1,26
2270,7,378.328.1590,1,871.845.7438,2,24
2271,7,378.328.1590,1,378.328.7888,1,19
2272,7,378.328.1590,1,378.328.6893,1,16
2273,7,378.328.1590,1,378.328.7888,1,23
2274,7,378.328.3335,1,378.328.7888,1,25
2275,7,378.328.3335,1,378.328.7888,1,31
2276,7,378.328.3335,1,621.761.1153,3,20
2277,7,378.328.3335,1,621.761.6485,3,20
2278,7,378.328.3335,1,871.845.3092,2,32
2279,7,378.328.3335,1,871.845.4869,2,27
2280,7,378.328.3335,1,871.845.9600,2,16
2281,7,378.328.3335,1,378.328.3890,1,25
2282,7,378.328.6893,1,871.845.1665,2,23
2283,7,378.328.6893,1,378.328.3833,1,1
2284,7,378.328.6893,1,621.761.1705,3,21
2285,7,378.328.4373,1,378.328.5535,1,1
2286,7,378.328.4373,1,378.328.7888,1,25
2287,7,378.328.4373,1,378.328.8023,1,20
2288,7,378.328.4373,1,871.845.4869,2,21
2289,7,378.328.4373,1,378.328.7180,1,12
2290,7,378.328.4373,1,621.761.2794,3,15
2291,7,378.328.4373,1,871.845.7438,2,1
2292,7,378.328.4373,1,621.761.6485,3,1
2293,7,378.328.4373,1,621.761.9229,3,1
2294,7,378.328.4373,1,621.761.8274,3,24
2295,7,378.328.5013,1,621.761.2794,3,17
2296,7,378.328.5013,1,621.761.5998,3,18
2297,7,378.328.5013,1,621.761.4646,3,29
2298,7,378.328.5013,1,871.845.3092,2,24
2299,7,378.328.5013,1,378.328.3335,1,1
2300,7,378.328.5646,1,378.328.8023,1,14
2301,7,378.328.5646,1,871.845.6647,2,1
2302,7,378.328.5646,1,621.761.8354,3,1
2303,7,378.328.7180,1,621.761.2920,3,22
2304,7,378.328.7180,1,378.328.4722,1,20
2305,7,378.328.7180,1,621.761.9229,3,25
2306,7,378.328.7180,1,871.845.7451,2,33
2307,7,378.328.7180,1,621.761.4646,3,1
2308,7,378.328.3633,1,621.761.8354,3,28
2309,7,378.328.3633,1,378.328.3890,1,20
2310,7,378.328.3633,1,621.761.9229,3,40
2311,7,378.328.1620,1,378.328.1715,1,28
2312,7,378.328.1620,1,871.845.6647,2,27
2313,7,378.328.1411,1,378.328.1240,1,30
2314,7,378.328.1411,1,621.761.8354,3,20
2315,7,378.328.1411,1,871.845.9600,2,30
2316,7,378.328.1411,1,621.761.6485,3,34
2317,7,378.328.1411,1,378.328.6156,1,43
2318,7,378.328.1411,1,621.761.8274,3,15
2319,7,378.328.1411,1,871.845.1665,2,14
2320,7,378.328.1411,1,378.328.4468,1,28
2321,7,378.328.1411,1,378.328.4468,1,26
2322,7,378.328.3890,1,378.328.3316,1,24
2323,7,378.328.3890,1,871.845.6647,2,32
2324,7,378.328.3890,1,621.761.5998,3,32
2325,7,378.328.3890,1,378.328.5698,1,32
2326,7,378.328.3890,1,378.328.7888,1,23
2327,7,378.328.3890,1,378.328.1240,1,21
2328,7,378.328.4804,1,378.328.1240,1,1
2329,7,378.328.4804,1,621.761.1705,3,26
2330,7,378.328.4804,1,378.328.3890,1,24
2331,7,378.328.4804,1,621.761.5998,3,27
2332,7,378.328.4804,1,621.761.2794,3,1
2333,7,378.328.4804,1,378.328.5646,1,26
2334,7,871.845.1665,2,378.328.6156,1,1
2335,7,871.845.1665,2,871.845.5897,2,18
2336,7,871.845.1665,2,871.845.4869,2,27
2337,7,871.845.1665,2,871.845.4502,2,27
2338,7,871.845.1665,2,621.761.2794,3,20
2339,7,871.845.1665,2,378.328.4804,1,39
2340,7,871.845.7438,2,621.761.5998,3,19
2341,7,871.845.7438,2,621.761.8331,3,26
2342,7,871.845.7438,2,378.328.6893,1,19
2343,7,871.845.7438,2,621.761.5998,3,25
2344,7,871.845.4502,2,621.761.8354,3,13
2345,7,871.845.4502,2,378.328.8028,1,1
2346,7,871.845.4502,2,871.845.4869,2,21
2347,7,871.845.4502,2,871.845.5897,2,1
2348,7,871.845.4502,2,378.328.7180,1,1
2349,7,871.845.4502,2,621.761.2794,3,22
2350,7,871.845.1330,2,378.328.4804,1,19
2351,7,871.845.1330,2,378.328.1240,1,22
2352,7,871.845.1330,2,378.328.3833,1,20
2353,7,871.845.1330,2,378.328.7180,1,31
2354,7,871.845.1330,2,621.761.2794,3,22
2355,7,871.845.1330,2,621.761.9229,3,1
2356,7,871.845.6647,2,871.845.4869,2,26
2357,7,871.845.6647,2,378.328.3833,1,21
2358,7,871.845.6647,2,378.328.3890,1,32
2359,7,871.845.6647,2,621.761.2920,3,32
2360,7,871.845.6647,2,621.761.1153,3,18
2361,7,871.845.6647,2,871.845.7451,2,39
2362,7,871.845.9600,2,378.328.5646,1,34
2363,7,871.845.9600,2,621.761.9186,3,16
2364,7,871.845.9600,2,871.845.3092,2,21
2365,7,871.845.9600,2,378.328.3833,1,29
2366,7,871.845.9600,2,621.761.2041,3,17
2367,7,871.845.9600,2,621.761.9229,3,24
2368,7,871.845.9600,2,621.761.8274,3,29
2369,7,871.845.9600,2,621.761.9529,3,21
2370,7,871.845.4869,2,378.328.5698,1,31
2371,7,871.845.4869,2,621.761.5998,3,27
2372,7,871.845.4869,2,621.761.4646,3,1
2373,7,871.845.4869,2,621.761.2794,3,1
2374,7,871.845.4869,2,378.328.5646,1,25
2375,7,871.845.4869,2,378.328.8028,1,44
2376,7,871.845.4869,2,621.761.2041,3,16
2377,7,871.845.4869,2,621.761.5427,3,33
2378,7,871.845.7451,2,378.328.2622,1,17
2379,7,871.845.7451,2,621.761.9529,3,10
2380,7,871.845.7451,2,871.845.5897,2,1
2381,7,871.845.7451,2,871.845.1330,2,25
2382,7,871.845.3092,2,621.761.4646,3,20
2383,7,871.845.3092,2,378.328.5698,1,21
2384,7,871.845.3092,2,871.845.9600,2,16
2385,7,871.845.3092,2,621.761.9186,3,28
2386,7,871.845.3092,2,378.328.3890,1,22
2387,7,871.845.5897,2,378.328.4722,1,16
2388,7,871.845.5897,2,621.761.9186,3,28
2389,7,871.845.5897,2,378.328.5698,1,30
2390,7,871.845.5897,2,871.845.6647,2,23
2391,7,621.761.2886,3,378.328.2622,1,25
2392,7,621.761.2886,3,871.845.6647,2,1
2393,7,621.761.2886,3,621.761.8331,3,27
2394,7,621.761.2886,3,871.845.1665,2,22
2395,7,621.761.2886,3,621.761.1705,3,35
2396,7,621.761.2886,3,621.761.2920,3,1
2397,7,621.761.2886,3,621.761.9229,3,1
2398,7,621.761.5998,3,871.845.5897,2,1
2399,7,621.761.5998,3,378.328.3890,1,19
2400,7,621.761.5998,3,871.845.6647,2,1
2401,7,621.761.1153,3,621.761.8274,3,19
2402,7,621.761.1153,3,621.761.5998,3,18
2403,7,621.761.1153,3,621.761.9826,3,1
2404,7,621.761.1153,3,621.761.8274,3,22
2405,7,621.761.1153,3,621.761.9229,3,1
2406,7,621.761.1153,3,378.328.7314,1,23
2407,7,621.761.1153,3,621.761.9229,3,32
2408,7,621.761.1153,3,378.328.3833,1,1
2409,7,621.761.4646,3,621.761.2794,3,28
2410,7,621.761.4646,3,378.328.1672,1,19
2411,7,621.761.4646,3,378.328.6156,1,1
2412,7,621.761.8354,3,871.845.1665,2,22
2413,7,621.761.8354,3,621.761.2920,3,25
2414,7,621.761.8354,3,378.328.1240,1,15
2415,7,621.761.8354,3,378.328.6893,1,30
2416,7,621.761.5427,3,378.328.1715,1,14
2417,7,621.761.5427,3,871.845.9600,2,1
2418,7,621.761.5427,3,378.328.8028,1,15
2419,7,621.761.5427,3,378.328.5535,1,28
2420,7,621.761.8331,3,378.328.3833,1,36
2421,7,621.761.8331,3,871.845.5897,2,27
2422,7,621.761.8331,3,621.761.8274,3,24
2423,7,621.761.8331,3,378.328.2922,1,27
2424,7,621.761.8331,3,621.761.5998,3,1
2425,7,621.761.8331,3,621.761.2794,3,16
2426,7,621.761.8331,3,871.845.5897,2,1
2427,7,621.761.8323,3,378.328.1590,1,30
2428,7,621.761.8323,3,621.761.9826,3,1
2429,7,621.761.8323,3,871.845.1665,2,27
2430,7,621.761.8323,3,378.328.1411,1,1
2431,7,621.761.8323,3,378.328.1411,1,17
2432,7,621.761.8323,3,378.328.3833,1,23
2433,7,621.761.8323,3,621.761.5998,3,29
2434,7,621.761.9256,3,621.761.9529,3,27
2435,7,621.761.9256,3,378.328.1715,1,33
2436,7,621.761.9256,3,621.761.2041,3,31
2437,7,621.761.9256,3,378.328.1715,1,28
2438,7,621.761.9256,3,621.761.6485,3,19
2439,7,621.761.2041,3,621.761.2886,3,25
2440,7,621.761.2041,3,871.845.5897,2,27
2441,7,621.761.2041,3,621.761.8274,3,17
2442,7,621.761.2041,3,621.761.9229,3,18
2443,7,621.761.2041,3,378.328.8028,1,32
2444,7,621.761.2041,3,378.328.2622,1,28
2445,7,621.761.2041,3,871.845.4502,2,26
2446,7,621.761.9529,3,378.328.8023,1,28
2447,7,621.761.9529,3,378.328.3833,1,17
2448,7,621.761.9529,3,378.328.3795,1,29
2449,7,621.761.9529,3,378.328.1240,1,24
2450,7,621.761.9529,3,621.761.4646,3,27
2451,7,621.761.8836,3,378.328.3335,1,1
2452,7,621.761.8836,3,378.328.3890,1,19
2453,7,621.761.8836,3,621.761.2920,3,26
2454,7,621.761.8836,3,621.761.9826,3,22
2455,7,621.761.8836,3,378.328.3316,1,28
2456,7,621.761.8836,3,621.761.8274,3,22
2457,7,621.761.8836,3,378.328.1411,1,30
2458,7,621.761.8836,3,871.845.5897,2,41
2459,7,621.761.8836,3,378.328.3833,1,20
2460,7,621.761.9229,3,871.845.5897,2,23
2461,7,621.761.9229,3,378.328.6156,1,1
2462,7,621.761.9229,3,621.761.8354,3,24
2463,7,621.761.9229,3,378.328.3890,1,26
2464,7,621.761.9229,3,378.328.1240,1,31
2465,7,621.761.9229,3,378.328.3335,1,24
2466,7,621.761.2920,3,378.328.4804,1,32
2467,7,621.761.2920,3,621.761.4646,3,23
2468,7,621.761.2920,3,621.761.5998,3,28
2469,7,621.761.2920,3,378.328.3795,1,30
2470,7,621.761.2920,3,378.328.2622,1,1
2471,7,621.761.2920,3,621.761.9826,3,28
2472,7,621.761.1705,3,378.328.7180,1,12
2473,7,621.761.1705,3,378.328.7180,1,26
2474,7,621.761.1705,3,378.328.7888,1,22
2475,7,621.761.1705,3,378.328.3316,1,18
2476,7,621.761.1705,3,621.761.8354,3,23
2477,7,621.761.1705,3,871.845.1330,2,1
2478,7,621.761.1705,3,621.761.2041,3,1
2479,7,621.761.1705,3,871.845.5897,2,21
2480,7,621.761.1705,3,378.328.4722,1,19
2481,7,621.761.1705,3,378.328.6893,1,28
2482,7,621.761.1705,3,871.845.1665,2,1
2483,7,621.761.1705,3,378.328.8023,1,29
2484,7,621.761.9186,3,621.761.4646,3,25
2485,7,621.761.9186,3,871.845.4869,2,24
2486,7,621.761.9186,3,871.845.1665,2,25
2487,7,621.761.9186,3,621.761.9826,3,1
2488,7,621.761.9186,3,871.845.9600,2,27
2489,7,621.761.8274,3,621.761.4646,3,31
2490,7,621.761.8274,3,378.328.4468,1,1
2491,7,621.761.8274,3,871.845.9600,2,28
2492,7,621.761.8274,3,621.761.9229,3,1
2493,7,621.761.8274,3,378.328.8028,1,16
2494,7,621.761.8274,3,871.845.5897,2,21
2495,7,621.761.8274,3,378.328.1590,1,15
2496,7,621.761.8274,3,378.328.3335,1,30
2497,7,621.761.6485,3,378.328.1590,1,26
2498,7,621.761.6485,3,378.328.3833,1,21
2499,7,621.761.6485,3,621.761.8274,3,22
2500,7,621.761.6485,3,621.761.5998,3,26
2501,7,621.761.6485,3,378.328.7180,1,32
2502,7,621.761.6485,3,378.328.3633,1,18
2503,7,621.761.6485,3,871.845.6647,2,25
2504,7,621.761.9826,3,621.761.5998,3,29
2505,7,621.761.9826,3,378.328.1240,1,1
2506,7,621.761.9826,3,621.761.9529,3,27
2507,7,621.761.9826,3,621.761.9229,3,21
2508,7,621.761.9826,3,871.845.4869,2,17
2509,7,621.761.9826,3,378.328.3833,1,23
2510,7,621.761.9826,3,378.328.5698,1,32
2511,7,621.761.9826,3,871.845.6647,2,20
2512,7,621.761.9826,3,621.761.2920,3,1
2513,7,621.761.2794,3,621.761.8836,3,24
2514,7,621.761.2794,3,621.761.2041,3,19
2515,7,621.761.2794,3,378.328.3633,1,22
2516,7,621.761.2794,3,378.328.3335,1,1
2517,7,621.761.2794,3,378.328.8028,1,28
2518,8,378.328.3795,1,621.761.5998,3,30
2519,8,378.328.3795,1,871.845.4502,2,20
2520,8,378.328.3795,1,378.328.5535,1,22
2521,8,378.328.3795,1,378.328.7180,1,1
2522,8,378.328.5535,1,621.761.9229,3,1
2523,8,378.328.5535,1,621.761.9229,3,32
2524,8,378.328.5535,1,621.761.9229,3,1
2525,8,378.328.5535,1,621.761.6485,3,24
2526,8,378.328.5535,1,378.328.1411,1,1
2527,8,378.328.5535,1,871.845.4502,2,18
2528,8,378.328.5535,1,378.328.5698,1,33
2529,8,378.328.5535,1,621.761.8331,3,23
2530,8,378.328.5535,1,378.328.1411,1,20
2531,8,378.328.5535,1,621.761.9229,3,28
2532,8,378.328.5535,1,378.328.5013,1,24
2533,8,378.328.3833,1,378.328.4804,1,18
2534,8,378.328.3833,1,621.761.5998,3,16
2535,8,378.328.3833,1,871.845.7438,2,25
2536,8,378.328.3833,1,621.761.1153,3,25
2537,8,378.328.3833,1,378.328.3795,1,23
2538,8,378.328.3833,1,378.328.7180,1,25
2539,8,378.328.8028,1,871.845.1330,2,15
2540,8,378.328.8028,1,378.328.3335,1,1
2541,8,378.328.8028,1,871.845.3092,2,25
2542,8,378.328.8028,1,378.328.1240,1,17
2543,8,378.328.8028,1,871.845.5897,2,28
2544,8,378.328.8028,1,621.761.9229,3,1
2545,8,378.328.7314,1,378.328.6156,1,26
2546,8,378.328.7314,1,378.328.5646,1,21
2547,8,378.328.7314,1,621.761.9229,3,17
2548,8,378.328.7314,1,621.761.2041,3,1
2549,8,378.328.7314,1,871.845.7451,2,19
2550,8,378.328.7314,1,871.845.5897,2,1
2551,8,378.328.7314,1,378.328.3833,1,20
2552,8,378.328.7314,1,871.845.7438,2,1
2553,8,378.328.7314,1,871.845.7438,2,1
2554,8,378.328.4468,1,871.845.4869,2,18
2555,8,378.328.4468,1,621.761.9826,3,19
2556,8,378.328.4468,1,621.761.8331,3,14
2557,8,378.328.4468,1,621.761.5998,3,29
2558,8,378.328.8023,1,378.328.1590,1,23
2559,8,378.328.8023,1,621.761.9229,3,1
2560,8,378.328.8023,1,378.328.1672,1,1
2561,8,378.328.2922,1,378.328.8028,1,25
2562,8,378.328.2922,1,378.328.3890,1,17
2563,8,378.328.2922,1,621.761.9826,3,17
2564,8,378.328.2922,1,871.845.9600,2,24
2565,8,378.328.2922,1,378.328.5646,1,20
2566,8,378.328.7888,1,378.328.8028,1,1
2567,8,378.328.7888,1,621.761.1153,3,21
2568,8,378.328.7888,1,378.328.3890,1,24
2569,8,378.328.7888,1,871.845.4869,2,25
2570,8,378.328.7888,1,621.761.4646,3,27
